t,man_mode,MV,MVP,MVI,MVD,MVFF,MVMan,DV,SP,PV
6.070000000000000000e+02,0.000000000000000000e+00,1.712640153355579997e+01,-1.309965875211113051e+01,3.022604013290883884e+01,2.015275809109856933e-05,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.584000000000000341e+01
6.080000000000000000e+02,0.000000000000000000e+00,1.672615803007260737e+01,-1.342806245341754945e+01,3.015423002916754314e+01,-9.545677387101672925e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.571000000000000085e+01
6.090000000000000000e+02,0.000000000000000000e+00,1.713126893234987236e+01,-1.295370155153050895e+01,3.008495669539536976e+01,1.378848500938866989e-05,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.575000000000000000e+01
6.100000000000000000e+02,0.000000000000000000e+00,1.691523982245312396e+01,-1.309965875211113051e+01,3.001490281701731178e+01,-4.242453059679350613e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.571000000000000085e+01
6.110000000000000000e+02,0.000000000000000000e+00,1.699193217430642733e+01,-1.295370155153050895e+01,2.994562948324513840e+01,4.242591800712065605e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.571000000000000085e+01
6.120000000000000000e+02,0.000000000000000000e+00,1.692265459800411520e+01,-1.295370155153050895e+01,2.987635614947296503e+01,6.166138673324825267e-11,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.571000000000000085e+01
6.130000000000000000e+02,0.000000000000000000e+00,1.685338126417028093e+01,-1.295370155153050895e+01,2.980708281570079166e+01,8.961801635568768615e-16,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.571000000000000085e+01
6.140000000000000000e+02,0.000000000000000000e+00,1.678410793039810756e+01,-1.295370155153050895e+01,2.973780948192861828e+01,1.302498902639457678e-20,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.571000000000000085e+01
6.150000000000000000e+02,0.000000000000000000e+00,1.671483459662593418e+01,-1.295370155153050895e+01,2.966853614815644491e+01,1.893038320156169568e-25,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.571000000000000085e+01
6.160000000000000000e+02,0.000000000000000000e+00,1.664556126285376081e+01,-1.295370155153050895e+01,2.959926281438427154e+01,2.751322150304843822e-30,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.571000000000000085e+01
6.170000000000000000e+02,0.000000000000000000e+00,1.657628792908158744e+01,-1.295370155153050895e+01,2.952998948061209816e+01,3.998742917223982995e-35,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.571000000000000085e+01
6.180000000000000000e+02,0.000000000000000000e+00,1.650701459530941406e+01,-1.295370155153050895e+01,2.946071614683992479e+01,5.811731249383973191e-40,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.571000000000000085e+01
6.190000000000000000e+02,0.000000000000000000e+00,1.643774126153724069e+01,-1.295370155153050895e+01,2.939144281306775142e+01,8.446709582048951949e-45,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.571000000000000085e+01
6.200000000000000000e+02,0.000000000000000000e+00,1.636846792776506732e+01,-1.295370155153050895e+01,2.932216947929557804e+01,1.227635960817013996e-49,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.571000000000000085e+01
6.210000000000000000e+02,0.000000000000000000e+00,1.629919459399289394e+01,-1.295370155153050895e+01,2.925289614552340467e+01,1.784233301324812519e-54,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.567999999999999972e+01
6.220000000000000000e+02,0.000000000000000000e+00,1.633997775110070450e+01,-1.284423365109503479e+01,2.918420822020564387e+01,3.181990095061951938e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.567999999999999972e+01
6.230000000000000000e+02,0.000000000000000000e+00,1.627128664383909395e+01,-1.284423365109503479e+01,2.911552029488788307e+01,4.624671216308147262e-11,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.571000000000000085e+01
6.240000000000000000e+02,0.000000000000000000e+00,1.609254222759510355e+01,-1.295370155153050895e+01,2.904624696111570969e+01,-3.181990094389807154e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.571000000000000085e+01
6.250000000000000000e+02,0.000000000000000000e+00,1.602327207576677992e+01,-1.295370155153050895e+01,2.897697362734353632e+01,-4.624671215331259237e-11,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.557999999999999829e+01
6.260000000000000000e+02,0.000000000000000000e+00,1.643091020252076007e+01,-1.247934064964346668e+01,2.891023706354048528e+01,1.378862374459606402e-05,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.549000000000000199e+01
6.270000000000000000e+02,0.000000000000000000e+00,1.669432932293428706e+01,-1.215093694833707438e+01,2.884525672510067196e+01,9.546170687604466686e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.549000000000000199e+01
6.280000000000000000e+02,0.000000000000000000e+00,1.662933943846252660e+01,-1.215093694833707438e+01,2.878027638666085863e+01,1.387430491170947307e-10,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.542000000000000171e+01
6.290000000000000000e+02,0.000000000000000000e+00,1.682115757860391980e+01,-1.189551184732097866e+01,2.871666200128134250e+01,7.424643557160780786e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.552000000000000313e+01
6.300000000000000000e+02,0.000000000000000000e+00,1.639068079908882680e+01,-1.226040484877254677e+01,2.865109625438711660e+01,-1.060652574121117897e-05,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.554999999999999716e+01
6.310000000000000000e+02,0.000000000000000000e+00,1.621506916768623796e+01,-1.236987274920799429e+01,2.858494509903847813e+01,-3.182144249200070763e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.561999999999999744e+01
6.320000000000000000e+02,0.000000000000000000e+00,1.589212271571564905e+01,-1.262529785022409001e+01,2.851742799062954248e+01,-7.424689804096926937e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.552000000000000313e+01
6.330000000000000000e+02,0.000000000000000000e+00,1.619146800148850929e+01,-1.226040484877254677e+01,2.845186224373531658e+01,1.060652574053827736e-05,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.552000000000000313e+01
6.340000000000000000e+02,0.000000000000000000e+00,1.612589164822270149e+01,-1.226040484877254677e+01,2.838629649684109069e+01,1.541541388624084025e-10,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.539000000000000057e+01
6.350000000000000000e+02,0.000000000000000000e+00,1.653723736165422764e+01,-1.178604394688550450e+01,2.832326751991598712e+01,1.378862374750866812e-05,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.542000000000000171e+01
6.360000000000000000e+02,0.000000000000000000e+00,1.636413810542579839e+01,-1.189551184732097866e+01,2.825965313453647099e+01,-3.181789692642546124e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.539000000000000057e+01
6.370000000000000000e+02,0.000000000000000000e+00,1.641058339266971089e+01,-1.178604394688550450e+01,2.819662415761136742e+01,3.181943851262416647e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.539000000000000057e+01
6.380000000000000000e+02,0.000000000000000000e+00,1.634755123384700326e+01,-1.178604394688550450e+01,2.813359518068626386e+01,4.624604006052221110e-11,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.539000000000000057e+01
6.390000000000000000e+02,0.000000000000000000e+00,1.628452225687565402e+01,-1.178604394688550450e+01,2.807056620376116030e+01,6.721351228215138724e-16,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.539000000000000057e+01
6.400000000000000000e+02,0.000000000000000000e+00,1.622149327995055046e+01,-1.178604394688550450e+01,2.800753722683605673e+01,9.768741772032062509e-21,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.539000000000000057e+01
6.410000000000000000e+02,0.000000000000000000e+00,1.615846430302544690e+01,-1.178604394688550450e+01,2.794450824991095317e+01,1.419778740442123985e-25,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.539000000000000057e+01
6.420000000000000000e+02,0.000000000000000000e+00,1.609543532610034333e+01,-1.178604394688550450e+01,2.788147927298584960e+01,2.063491613200979838e-30,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.539000000000000057e+01
6.430000000000000000e+02,0.000000000000000000e+00,1.603240634917523977e+01,-1.178604394688550450e+01,2.781845029606074604e+01,2.999057188604491540e-35,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.539000000000000057e+01
6.440000000000000000e+02,0.000000000000000000e+00,1.596937737225013798e+01,-1.178604394688550450e+01,2.775542131913564248e+01,4.358798438035738099e-40,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.539000000000000057e+01
6.450000000000000000e+02,0.000000000000000000e+00,1.590634839532503442e+01,-1.178604394688550450e+01,2.769239234221053891e+01,6.335032187986845788e-45,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.539000000000000057e+01
6.460000000000000000e+02,0.000000000000000000e+00,1.584331941839993085e+01,-1.178604394688550450e+01,2.762936336528543535e+01,9.207269708235211279e-50,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.535999999999999943e+01
6.470000000000000000e+02,0.000000000000000000e+00,1.589034693235480766e+01,-1.167657604645003211e+01,2.756691979681474436e+01,3.181990095061951938e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.539000000000000057e+01
6.480000000000000000e+02,0.000000000000000000e+00,1.571784369106028834e+01,-1.178604394688550450e+01,2.750389081988964080e+01,-3.181943848349788826e-06,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.539000000000000057e+01
6.490000000000000000e+02,0.000000000000000000e+00,1.565481789603278706e+01,-1.178604394688550450e+01,2.744086184296453723e+01,-4.624604001819038376e-11,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.539000000000000057e+01
6.500000000000000000e+02,0.000000000000000000e+00,1.559178891915392917e+01,-1.178604394688550450e+01,2.737783286603943367e+01,-6.721351222062674473e-16,0.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,4.215999999999999659e+01,4.535999999999999943e+01
